endpoint,message,data.contractID,data.symbol,data.expiration,data.strike,data.type,data.last,data.mark,data.bid,data.bid_size,data.ask,data.ask_size,data.volume,data.open_interest,data.date,data.implied_volatility,data.delta,data.gamma,data.theta,data.vega,data.rho
Historical Options,success,ET240823C00002500,ET,8/23/2024,2.5,call,0,13.8,12.6,82,15,20,0,0,8/20/2024,3.38789,0.99389,0.00119,-0.1544,0.00025,0.00019
Historical Options,success,ET240823P00002500,ET,8/23/2024,2.5,put,0,0.01,0,0,0.53,550,0,0,8/20/2024,8.31902,-0.00223,0.00058,-0.0515,0.0001,0
Historical Options,success,ET240823C00005000,ET,8/23/2024,5,call,0,11.32,10.35,82,12.3,22,0,0,8/20/2024,9.19888,0.96537,0.00572,-0.62634,0.00112,0.00034
Historical Options,success,ET240823P00005000,ET,8/23/2024,5,put,0,0.01,0,0,0.53,763,0,0,8/20/2024,5.27153,-0.00366,0.00143,-0.0511,0.00016,-0.00001
Historical Options,success,ET240823C00006000,ET,8/23/2024,6,call,0,10.15,9.9,62,10.4,22,0,0,8/20/2024,6.21755,0.97879,0.00562,-0.28326,0.00074,0.00046
Historical Options,success,ET240823P00006000,ET,8/23/2024,6,put,0,0.01,0,0,0.53,702,0,0,8/20/2024,4.48664,-0.00433,0.00195,-0.05052,0.00019,-0.00001
Historical Options,success,ET240823C00007000,ET,8/23/2024,7,call,0,9.65,8.95,62,10.35,2,0,0,8/20/2024,8.64599,0.92674,0.01105,-1.06761,0.00202,0.00043
Historical Options,success,ET240823P00007000,ET,8/23/2024,7,put,0,0.01,0,0,0.53,724,0,0,8/20/2024,3.82507,-0.00509,0.00264,-0.04977,0.00021,-0.00001
Historical Options,success,ET240823C00008000,ET,8/23/2024,8,call,0,8.65,7.95,62,9.35,2,0,0,8/20/2024,7.48825,0.91413,0.01438,-1.04323,0.00228,0.0005
Historical Options,success,ET240823P00008000,ET,8/23/2024,8,put,0,0.01,0,0,0.53,733,0,0,8/20/2024,3.25207,-0.00599,0.00359,-0.04886,0.00025,-0.00001
Historical Options,success,ET240823C00009000,ET,8/23/2024,9,call,0,7.65,7,62,8.3,1,0,0,8/20/2024,6.4747,0.89987,0.01863,-1.01104,0.00256,0.00056
Historical Options,success,ET240823P00009000,ET,8/23/2024,9,put,0,0.01,0,0,0.53,526,0,0,8/20/2024,2.74507,-0.00708,0.00492,-0.04779,0.00029,-0.00001
Historical Options,success,ET240823C00010000,ET,8/23/2024,10,call,0,6.17,5.25,101,7.1,22,0,0,8/20/2024,3.41228,0.95425,0.01934,-0.29522,0.0014,0.00075
Historical Options,success,ET240823P00010000,ET,8/23/2024,10,put,0,0.01,0,0,0.22,487,0,0,8/20/2024,2.28853,-0.00844,0.0069,-0.0465,0.00033,-0.00001
Historical Options,success,ET240823C00010500,ET,8/23/2024,10.5,call,0,5.67,5.5,69,5.85,24,0,0,8/20/2024,3.11671,0.9502,0.02266,-0.28892,0.0015,0.00079
Historical Options,success,ET240823P00010500,ET,8/23/2024,10.5,put,0,0.01,0,0,0.22,414,0,0,8/20/2024,2.07573,-0.00927,0.00825,-0.04578,0.00036,-0.00001
Historical Options,success,ET240823C00011000,ET,8/23/2024,11,call,0,5.6,4,1,7.2,2,0,0,8/20/2024,4.58237,0.86858,0.03195,-0.86952,0.0031,0.00069
Historical Options,success,ET240823P00011000,ET,8/23/2024,11,put,0,0.01,0,0,0.22,449,0,0,8/20/2024,1.87162,-0.01023,0.00998,-0.04498,0.0004,-0.00001
Historical Options,success,ET240823C00011500,ET,8/23/2024,11.5,call,0,5.6,4.5,62,6.7,1,0,0,8/20/2024,5.59287,0.8194,0.03229,-1.30663,0.00383,0.00062
Historical Options,success,ET240823P00011500,ET,8/23/2024,11.5,put,0,0.01,0,0,0.22,2560,0,11,8/20/2024,1.67513,-0.01136,0.01221,-0.0441,0.00043,-0.00002
Historical Options,success,ET240823C00012000,ET,8/23/2024,12,call,3.95,5.1,4,62,6.2,1,0,0,8/20/2024,5.15279,0.80465,0.03679,-1.26387,0.00402,0.00064
Historical Options,success,ET240823P00012000,ET,8/23/2024,12,put,0,0.01,0,0,0.01,1,0,71,8/20/2024,1.48535,-0.01272,0.01519,-0.0431,0.00048,-0.00002
Historical Options,success,ET240823C00012500,ET,8/23/2024,12.5,call,0,4.12,3.55,20,4.7,22,0,0,8/20/2024,3.52645,0.82769,0.04971,-0.80215,0.00372,0.00075
Historical Options,success,ET240823P00012500,ET,8/23/2024,12.5,put,0,0.01,0,0,0.01,1,0,210,8/20/2024,1.30151,-0.01439,0.01928,-0.04199,0.00053,-0.00002
Historical Options,success,ET240823C00013000,ET,8/23/2024,13,call,3,3.6,3,62,4.2,20,0,0,8/20/2024,3.12098,0.81329,0.05908,-0.74714,0.00391,0.00078
Historical Options,success,ET240823P00013000,ET,8/23/2024,13,put,0,0.01,0,0,0.22,2589,0,4,8/20/2024,1.12255,-0.01649,0.02514,-0.0407,0.0006,-0.00002
Historical Options,success,ET240823C00013500,ET,8/23/2024,13.5,call,2.25,3.27,1.84,1,4.7,3,0,3,8/20/2024,3.17235,0.7731,0.06524,-0.85161,0.00439,0.00075
Historical Options,success,ET240823P00013500,ET,8/23/2024,13.5,put,0,0.01,0,0,0.04,2591,0,170,8/20/2024,0.94771,-0.01927,0.034,-0.03921,0.00068,-0.00003
Historical Options,success,ET240823C00014000,ET,8/23/2024,14,call,1.5,2.6,1.6,3,3.6,4,0,6,8/20/2024,2.43212,0.76877,0.086,-0.66126,0.00443,0.0008
Historical Options,success,ET240823P00014000,ET,8/23/2024,14,put,0,0.01,0,0,0.01,50,0,128,8/20/2024,0.77576,-0.02312,0.04845,-0.0374,0.0008,-0.00003
Historical Options,success,ET240823C00014500,ET,8/23/2024,14.5,call,1.46,1.57,1.44,61,1.71,23,0,10,8/20/2024,0.51799,0.9864,0.04614,-0.02357,0.00051,0.00117
Historical Options,success,ET240823P00014500,ET,8/23/2024,14.5,put,0,0.01,0,0,0.01,2,0,92,8/20/2024,0.60534,-0.02889,0.07482,-0.0351,0.00096,-0.00004
Historical Options,success,ET240823C00015000,ET,8/23/2024,15,call,1.28,1.06,0.76,1,1.37,4,0,264,8/20/2024,0.26483,1,0,-0.00799,0,0.00123
Historical Options,success,ET240823P00015000,ET,8/23/2024,15,put,0,0.01,0,0,0.01,1,0,1217,8/20/2024,0.4343,-0.03878,0.13289,-0.03199,0.00122,-0.00005
Historical Options,success,ET240823C00015500,ET,8/23/2024,15.5,call,0.59,0.64,0.57,20,0.71,14,69,1593,8/20/2024,0.46601,0.80828,0.40216,-0.11921,0.00397,0.00101
Historical Options,success,ET240823P00015500,ET,8/23/2024,15.5,put,0.01,0.01,0,0,0.02,20,34,1006,8/20/2024,0.25824,-0.06101,0.32097,-0.02708,0.00176,-0.00008
Historical Options,success,ET240823C00016000,ET,8/23/2024,16,call,0.14,0.15,0.13,178,0.16,34,610,2149,8/20/2024,0.19559,0.59664,1.35958,-0.0721,0.00564,0.00078
Historical Options,success,ET240823P00016000,ET,8/23/2024,16,put,0.07,0.06,0.05,684,0.07,100,393,2172,8/20/2024,0.15443,-0.37994,1.69328,-0.0488,0.00554,-0.00051
Historical Options,success,ET240823C00016500,ET,8/23/2024,16.5,call,0.02,0.01,0.01,204,0.02,115,770,6035,8/20/2024,0.20321,0.07577,0.48217,-0.02632,0.00208,0.0001
Historical Options,success,ET240823P00016500,ET,8/23/2024,16.5,put,0.41,0.49,0.33,115,0.66,95,261,367,8/20/2024,0.34803,-0.79588,0.55928,-0.08029,0.00413,-0.00109
Historical Options,success,ET240823C00017000,ET,8/23/2024,17,call,0.01,0.01,0,0,0.01,102,1,1212,8/20/2024,0.36601,0.04605,0.1812,-0.03169,0.00141,0.00006
Historical Options,success,ET240823P00017000,ET,8/23/2024,17,put,0,1.01,0.9,66,1.12,16,0,1,8/20/2024,0.62195,-0.83468,0.27446,-0.12923,0.00362,-0.00118
Historical Options,success,ET240823C00017500,ET,8/23/2024,17.5,call,0.01,0.01,0,0,0.01,6,0,469,8/20/2024,0.51174,0.03452,0.10252,-0.03492,0.00111,0.00004
Historical Options,success,ET240823P00017500,ET,8/23/2024,17.5,put,0,1.65,1.39,62,1.92,10,0,0,8/20/2024,1.18398,-0.77103,0.1757,-0.31016,0.00441,-0.00115
Historical Options,success,ET240823C00018000,ET,8/23/2024,18,call,0.1,0.01,0,0,0.01,25,0,45,8/20/2024,0.64695,0.02823,0.06867,-0.0373,0.00094,0.00004
Historical Options,success,ET240823P00018000,ET,8/23/2024,18,put,0,1.91,1.61,62,2.21,24,0,1,8/20/2024,0.4847,-1,0,0.00959,0,-0.00148
Historical Options,success,ET240823C00018500,ET,8/23/2024,18.5,call,0.01,0.01,0,0,0.4,3079,0,188,8/20/2024,0.77393,0.02416,0.0504,-0.03914,0.00083,0.00003
Historical Options,success,ET240823P00018500,ET,8/23/2024,18.5,put,0,2.51,2.4,62,2.62,10,0,0,8/20/2024,1.16996,-0.89908,0.10372,-0.17405,0.00257,-0.00139
Historical Options,success,ET240823C00019000,ET,8/23/2024,19,call,0.02,0.01,0,0,0.01,25,0,562,8/20/2024,0.89435,0.02131,0.03924,-0.04065,0.00074,0.00003
Historical Options,success,ET240823P00019000,ET,8/23/2024,19,put,0,3.09,2.88,61,3.3,12,0,0,8/20/2024,1.60958,-0.85905,0.09541,-0.30978,0.00326,-0.00139
Historical Options,success,ET240823C00019500,ET,8/23/2024,19.5,call,0.01,0.01,0,0,0.53,3242,0,123,8/20/2024,1.00929,0.0192,0.03183,-0.04197,0.00068,0.00002
Historical Options,success,ET240823P00019500,ET,8/23/2024,19.5,put,0,4.25,3,62,5.5,1,0,0,8/20/2024,3.29506,-0.69106,0.07343,-1.01992,0.00513,-0.00126
Historical Options,success,ET240823C00020000,ET,8/23/2024,20,call,0,0.01,0,0,0.01,50,0,0,8/20/2024,1.1192,0.01755,0.02658,-0.04309,0.00063,0.00002
Historical Options,success,ET240823P00020000,ET,8/23/2024,20,put,0,4.25,3.9,20,4.6,22,0,0,8/20/2024,2.39752,-0.81559,0.07631,-0.55646,0.00388,-0.00143
Historical Options,success,ET240823C00020500,ET,8/23/2024,20.5,call,0,0.01,0,0,0.53,348,0,0,8/20/2024,1.22499,0.01624,0.02273,-0.04412,0.00059,0.00002
Historical Options,success,ET240823P00020500,ET,8/23/2024,20.5,put,0,5.42,4.35,62,6.5,7,0,0,8/20/2024,4.02416,-0.68632,0.06052,-1.25514,0.00516,-0.00135
Historical Options,success,ET240823C00021000,ET,8/23/2024,21,call,0,0.01,0,0,0.53,270,0,0,8/20/2024,1.32666,0.01515,0.01978,-0.04502,0.00056,0.00002
Historical Options,success,ET240823P00021000,ET,8/23/2024,21,put,0,5.05,3.1,21,7,1,0,0,8/20/2024,2.07207,-0.90847,0.0545,-0.29131,0.00239,-0.00161
Historical Options,success,ET240823C00021500,ET,8/23/2024,21.5,call,0.01,0.01,0,0,0.53,3056,0,41,8/20/2024,1.42483,0.01425,0.01747,-0.04584,0.00053,0.00002
Historical Options,success,ET240823P00021500,ET,8/23/2024,21.5,put,0,6.03,5.25,62,6.8,22,0,0,8/20/2024,3.57081,-0.76972,0.05844,-0.95123,0.00442,-0.00151
Historical Options,success,ET240823C00022000,ET,8/23/2024,22,call,0,0.01,0,0,0.01,75,0,0,8/20/2024,1.51964,0.01347,0.01561,-0.04659,0.0005,0.00002
Historical Options,success,ET240823P00022000,ET,8/23/2024,22,put,0,6.22,5.9,20,6.55,23,0,0,8/20/2024,2.93424,-0.85277,0.0539,-0.58785,0.00335,-0.00164
Historical Options,success,ET240823C00022500,ET,8/23/2024,22.5,call,0,0.01,0,0,0.53,687,0,0,8/20/2024,1.61156,0.01281,0.01409,-0.0473,0.00048,0.00002
Historical Options,success,ET240823P00022500,ET,8/23/2024,22.5,put,0,6.47,4.45,1,8.5,61,0,0,8/20/2024,1.97863,-0.96308,0.02802,-0.12979,0.00118,-0.0018
Historical Options,success,ET240823C00023000,ET,8/23/2024,23,call,0,0.01,0,0,0.53,690,0,0,8/20/2024,1.70058,0.01224,0.01283,-0.04794,0.00046,0.00002
Historical Options,success,ET240823P00023000,ET,8/23/2024,23,put,0,7.05,5.1,40,9,1,0,0,8/20/2024,2.57404,-0.92227,0.03881,-0.31997,0.00212,-0.0018
Historical Options,success,ET240823C00024000,ET,8/23/2024,24,call,0,0.01,0,0,0.53,732,0,0,8/20/2024,1.87085,0.01127,0.01086,-0.04911,0.00043,0.00001
Historical Options,success,ET240823P00024000,ET,8/23/2024,24,put,0,8.65,7.9,62,9.4,21,0,0,8/20/2024,4.59533,-0.77485,0.04484,-1.20994,0.00437,-0.00173
Historical Options,success,ET240823C00025000,ET,8/23/2024,25,call,0,0.01,0,0,0.53,510,0,0,8/20/2024,2.03183,0.0105,0.0094,-0.05013,0.0004,0.00001
Historical Options,success,ET240823P00025000,ET,8/23/2024,25,put,0,9.12,7.25,1,11,1,0,0,8/20/2024,3.33164,-0.90536,0.03475,-0.48478,0.00245,-0.00194
Historical Options,success,ET240823C00030000,ET,8/23/2024,30,call,0,0.01,0,0,0.01,47,0,0,8/20/2024,2.72785,0.00817,0.00562,-0.05401,0.00033,0.00001
Historical Options,success,ET240823P00030000,ET,8/23/2024,30,put,0,14.48,12.9,82,16.05,21,0,0,8/20/2024,5.53906,-0.83949,0.03023,-1.18128,0.00355,-0.0023
Historical Options,success,ET240830C00005000,ET,8/30/2024,5,call,0,11.5,9.9,1,13.1,1,0,0,8/20/2024,5.80719,0.95507,0.00613,-0.26876,0.00252,0.00105
Historical Options,success,ET240830P00005000,ET,8/30/2024,5,put,0,0.01,0,0,0.02,3,0,0,8/20/2024,2.88973,-0.00366,0.00142,-0.01531,0.00029,-0.00002
Historical Options,success,ET240830C00006000,ET,8/30/2024,6,call,0,10.23,8.3,34,12.15,21,0,0,8/20/2024,3.86547,0.96863,0.00687,-0.13524,0.00188,0.00146
Historical Options,success,ET240830P00006000,ET,8/30/2024,6,put,0,0.01,0,0,0.53,279,0,0,8/20/2024,2.45986,-0.00433,0.00194,-0.01513,0.00034,-0.00002
Historical Options,success,ET240830C00007000,ET,8/30/2024,7,call,0,10.1,9,22,11.2,22,0,0,8/20/2024,5.8392,0.91052,0.01042,-0.46045,0.0043,0.00124
Historical Options,success,ET240830P00007000,ET,8/30/2024,7,put,0,0.01,0,0,0.53,391,0,0,8/20/2024,2.09753,-0.00509,0.00263,-0.0149,0.00039,-0.00003
Historical Options,success,ET240830C00008000,ET,8/30/2024,8,call,0,8.02,7.6,24,8.45,12,0,0,8/20/2024,0.73227,1,0,-0.00426,0,0.00219
Historical Options,success,ET240830P00008000,ET,8/30/2024,8,put,0,0.01,0,0,0.53,408,0,0,8/20/2024,1.78366,-0.00598,0.00358,-0.01462,0.00045,-0.00003
Historical Options,success,ET240830C00009000,ET,8/30/2024,9,call,0,6.75,6,1,7.5,2,0,0,8/20/2024,0.64142,1,0,-0.00479,0,0.00246
Historical Options,success,ET240830P00009000,ET,8/30/2024,9,put,0,0.01,0,0,0.52,1296,0,0,8/20/2024,1.50592,-0.00707,0.00491,-0.01429,0.00052,-0.00003
Historical Options,success,ET240830C00010000,ET,8/30/2024,10,call,6.48,5.9,5.25,41,6.55,36,4,0,8/20/2024,0.55057,1,0,-0.00532,0,0.00274
Historical Options,success,ET240830P00010000,ET,8/30/2024,10,put,0,0.01,0,0,0.22,547,0,0,8/20/2024,1.25593,-0.00843,0.00687,-0.0139,0.00061,-0.00004
Historical Options,success,ET240830C00010500,ET,8/30/2024,10.5,call,0,6.1,5.5,20,6.7,22,0,0,8/20/2024,2.71123,0.87992,0.02777,-0.26752,0.00532,0.0022
Historical Options,success,ET240830P00010500,ET,8/30/2024,10.5,put,0,0.01,0,0,0.22,499,0,0,8/20/2024,1.13932,-0.00925,0.00822,-0.01368,0.00066,-0.00004
Historical Options,success,ET240830C00011000,ET,8/30/2024,11,call,5.13,5.1,5.05,20,5.15,20,2,0,8/20/2024,1.16889,0.98031,0.01537,-0.03276,0.00127,0.00292
Historical Options,success,ET240830P00011000,ET,8/30/2024,11,put,0,0.01,0,0,0.22,491,0,0,8/20/2024,1.02758,-0.01021,0.00993,-0.01344,0.00072,-0.00005
Historical Options,success,ET240830C00011500,ET,8/30/2024,11.5,call,0,4.97,3.55,34,6.4,1,0,0,8/20/2024,2.0582,0.87595,0.03742,-0.2093,0.00544,0.00249
Historical Options,success,ET240830P00011500,ET,8/30/2024,11.5,put,0,0.01,0,0,0.05,1,0,1,8/20/2024,0.91996,-0.01133,0.01215,-0.01316,0.00079,-0.00005
Historical Options,success,ET240830C00012000,ET,8/30/2024,12,call,4.15,4.37,2.89,2,5.85,1,13,0,8/20/2024,1.68808,0.88257,0.0439,-0.16656,0.00524,0.00269
Historical Options,success,ET240830P00012000,ET,8/30/2024,12,put,0,0.01,0,0,0.23,492,0,0,8/20/2024,0.816,-0.01268,0.0151,-0.01285,0.00087,-0.00006
Historical Options,success,ET240830C00012500,ET,8/30/2024,12.5,call,0,4.3,2.91,34,5.7,20,0,0,8/20/2024,2.17542,0.81059,0.04684,-0.29049,0.0072,0.00239
Historical Options,success,ET240830P00012500,ET,8/30/2024,12.5,put,0,0.01,0,0,0.23,472,0,2,8/20/2024,0.71539,-0.01434,0.01916,-0.01252,0.00097,-0.00007
Historical Options,success,ET240830C00013000,ET,8/30/2024,13,call,0,3.48,2.8,1,4.15,1,0,0,8/20/2024,1.52086,0.83432,0.06156,-0.18893,0.00662,0.00272
Historical Options,success,ET240830P00013000,ET,8/30/2024,13,put,0,0.01,0,0,0.23,547,0,0,8/20/2024,0.61738,-0.01642,0.02494,-0.01211,0.00109,-0.00008
Historical Options,success,ET240830C00013500,ET,8/30/2024,13.5,call,2.66,3.46,2.17,1,4.75,3,5,0,8/20/2024,1.95927,0.75869,0.05987,-0.30102,0.00829,0.00239
Historical Options,success,ET240830P00013500,ET,8/30/2024,13.5,put,0.01,0.01,0,0,0.01,10,55,105,8/20/2024,0.52165,-0.01917,0.03369,-0.01165,0.00124,-0.00009
Historical Options,success,ET240830C00014000,ET,8/30/2024,14,call,2.19,2.08,1.67,1,2.49,2,15,0,8/20/2024,0.18716,1,0,-0.00745,0,0.00383
Historical Options,success,ET240830P00014000,ET,8/30/2024,14,put,0.02,0.01,0,0,0.02,5,26,1015,8/20/2024,0.4276,-0.02299,0.04792,-0.0111,0.00145,-0.0001
Historical Options,success,ET240830C00014500,ET,8/30/2024,14.5,call,0,2.1,0.45,1,3.75,2,0,0,8/20/2024,1.13246,0.74107,0.10752,-0.18305,0.0086,0.00269
Historical Options,success,ET240830P00014500,ET,8/30/2024,14.5,put,0,0.01,0,0,0.24,1001,0,104,8/20/2024,0.33431,-0.02867,0.07374,-0.01038,0.00174,-0.00013
Historical Options,success,ET240830C00015000,ET,8/30/2024,15,call,1.15,2.17,1.1,140,3.25,2,21,962,8/20/2024,1.53687,0.65592,0.09009,-0.27889,0.00978,0.00229
Historical Options,success,ET240830P00015000,ET,8/30/2024,15,put,0,0.03,0.01,38,0.04,166,0,496,8/20/2024,0.30519,-0.07988,0.18305,-0.02129,0.00395,-0.00036
Historical Options,success,ET240830C00015500,ET,8/30/2024,15.5,call,0.8,0.63,0.6,20,0.66,20,8,601,8/20/2024,0.22135,0.84776,0.40018,-0.03221,0.00626,0.00356
Historical Options,success,ET240830P00015500,ET,8/30/2024,15.5,put,0.02,0.03,0.02,446,0.04,122,87,981,8/20/2024,0.19132,-0.11846,0.38977,-0.01737,0.00527,-0.00053
Historical Options,success,ET240830C00016000,ET,8/30/2024,16,call,0.22,0.22,0.2,26,0.23,51,806,1165,8/20/2024,0.16556,0.58066,0.88788,-0.03624,0.01039,0.00249
Historical Options,success,ET240830P00016000,ET,8/30/2024,16,put,0.11,0.11,0.11,25,0.12,10,1228,988,8/20/2024,0.13995,-0.40664,1.04285,-0.0228,0.01031,-0.00182
Historical Options,success,ET240830C00016500,ET,8/30/2024,16.5,call,0.03,0.03,0.02,306,0.03,35,677,4092,8/20/2024,0.14712,0.14967,0.59534,-0.01788,0.00619,0.00065
Historical Options,success,ET240830P00016500,ET,8/30/2024,16.5,put,0.46,0.53,0.41,471,0.64,1664,33,438,8/20/2024,0.25428,-0.72121,0.49696,-0.03498,0.00893,-0.00332
Historical Options,success,ET240830C00017000,ET,8/30/2024,17,call,0.01,0.01,0,0,0.03,19,314,833,8/20/2024,0.19757,0.04664,0.18574,-0.00974,0.00259,0.0002
Historical Options,success,ET240830P00017000,ET,8/30/2024,17,put,0,0.99,0.69,44,1.29,10,0,46,8/20/2024,0.33263,-0.83623,0.27938,-0.03218,0.00657,-0.00395
Historical Options,success,ET240830C00017500,ET,8/30/2024,17.5,call,0.01,0.01,0,0,0.01,536,0,949,8/20/2024,0.2776,0.03484,0.10431,-0.01066,0.00205,0.00015
Historical Options,success,ET240830P00017500,ET,8/30/2024,17.5,put,0,2.04,0.58,1,3.5,1,0,0,8/20/2024,1.0884,-0.64746,0.12836,-0.18946,0.00987,-0.00341
Historical Options,success,ET240830C00018000,ET,8/30/2024,18,call,0.01,0.01,0,0,0.21,1618,133,508,8/20/2024,0.35168,0.0284,0.06954,-0.01133,0.00173,0.00012
Historical Options,success,ET240830P00018000,ET,8/30/2024,18,put,0,2.63,1.27,1,4,1,0,0,8/20/2024,1.32163,-0.65735,0.1046,-0.2286,0.00977,-0.00361
Historical Options,success,ET240830C00018500,ET,8/30/2024,18.5,call,0.02,0.01,0,0,0.01,5,0,257,8/20/2024,0.42135,0.02429,0.05094,-0.01186,0.00152,0.0001
Historical Options,success,ET240830P00018500,ET,8/30/2024,18.5,put,0,3.12,1.99,20,4.25,1,0,0,8/20/2024,1.44297,-0.67963,0.09328,-0.24298,0.00951,-0.00385
Historical Options,success,ET240830C00019000,ET,8/30/2024,19,call,0.01,0.01,0,0,0.63,1646,8,218,8/20/2024,0.48735,0.02141,0.03959,-0.0123,0.00136,0.00009
Historical Options,success,ET240830P00019000,ET,8/30/2024,19,put,0,3.38,2.85,22,3.9,20,0,4,8/20/2024,1.29663,-0.74831,0.09253,-0.1924,0.00848,-0.00422
Historical Options,success,ET240830C00019500,ET,8/30/2024,19.5,call,0.01,0.01,0,0,0.57,1511,8,276,8/20/2024,0.55031,0.01927,0.03206,-0.01268,0.00125,0.00008
Historical Options,success,ET240830P00019500,ET,8/30/2024,19.5,put,0,3.38,2.87,1,3.9,3,0,0,8/20/2024,0.31253,-1,0,0.01038,0,-0.00533
Historical Options,success,ET240830C00020000,ET,8/30/2024,20,call,0.01,0.01,0,0,0.54,1086,0,9,8/20/2024,0.61067,0.01762,0.02678,-0.01302,0.00116,0.00007
Historical Options,success,ET240830P00020000,ET,8/30/2024,20,put,0,4.5,3,40,6,7,0,0,8/20/2024,1.65287,-0.74531,0.07304,-0.24854,0.00853,-0.00451
Historical Options,success,ET240830C00020500,ET,8/30/2024,20.5,call,0,0.01,0,0,0.53,509,0,0,8/20/2024,0.6686,0.01629,0.02288,-0.01332,0.00108,0.00007
Historical Options,success,ET240830P00020500,ET,8/30/2024,20.5,put,0,4.05,3.05,1,5.05,3,0,0,8/20/2024,0.40339,-1,0,0.01091,0,-0.00561
Historical Options,success,ET240830C00021000,ET,8/30/2024,21,call,0,0.01,0,0,0.52,484,0,0,8/20/2024,0.72424,0.01519,0.01988,-0.01357,0.00102,0.00006
Historical Options,success,ET240830P00021000,ET,8/30/2024,21,put,0,5,3.85,1,6.15,2,0,0,8/20/2024,1.06218,-0.92353,0.05088,-0.06346,0.00382,-0.00543
Historical Options,success,ET240830C00021500,ET,8/30/2024,21.5,call,0.02,0.01,0,0,0.53,508,0,0,8/20/2024,0.77805,0.01428,0.01755,-0.01382,0.00097,0.00006
Historical Options,success,ET240830P00021500,ET,8/30/2024,21.5,put,0,5.65,5.35,22,5.95,14,0,0,8/20/2024,1.44541,-0.86294,0.0571,-0.14344,0.00583,-0.00534
Historical Options,success,ET240830C00022000,ET,8/30/2024,22,call,0,0.01,0,0,0.53,307,0,0,8/20/2024,0.83003,0.01351,0.01568,-0.01404,0.00092,0.00006
Historical Options,success,ET240830P00022000,ET,8/30/2024,22,put,0,6.32,5.85,23,6.8,17,0,0,8/20/2024,1.78961,-0.81843,0.05546,-0.21869,0.00701,-0.00533
Historical Options,success,ET240830C00022500,ET,8/30/2024,22.5,call,0,0.01,0,0,0.53,516,0,0,8/20/2024,0.88033,0.01284,0.01415,-0.01424,0.00088,0.00005
Historical Options,success,ET240830P00022500,ET,8/30/2024,22.5,put,0,6.7,4.9,30,8.5,2,0,0,8/20/2024,1.68473,-0.85645,0.05055,-0.17413,0.00602,-0.0056
Historical Options,success,ET240830C00023000,ET,8/30/2024,23,call,0,0.01,0,0,0.53,519,0,0,8/20/2024,0.92911,0.01225,0.01288,-0.01444,0.00085,0.00005
Historical Options,success,ET240830P00023000,ET,8/30/2024,23,put,0,7.35,5.85,1,8.85,2,0,0,8/20/2024,1.99174,-0.82126,0.04934,-0.24148,0.00694,-0.00563
Historical Options,success,ET240830C00023500,ET,8/30/2024,23.5,call,0,0.01,0,0,0.53,156,0,0,8/20/2024,0.97652,0.01175,0.01181,-0.01462,0.00082,0.00005
Historical Options,success,ET240830P00023500,ET,8/30/2024,23.5,put,0,7.57,7.35,21,7.8,3,0,0,8/20/2024,1.57711,-0.90694,0.03971,-0.11557,0.00443,-0.00606
Historical Options,success,ET240830C00024000,ET,8/30/2024,24,call,0,0.01,0,0,0.53,323,0,0,8/20/2024,1.0224,0.01129,0.0109,-0.01478,0.00079,0.00005
Historical Options,success,ET240830P00024000,ET,8/30/2024,24,put,0,8.68,7.35,36,10,1,0,0,8/20/2024,2.58075,-0.76529,0.04476,-0.3733,0.00816,-0.00575
Historical Options,success,ET240830C00024500,ET,8/30/2024,24.5,call,0,0.01,0,0,0.53,218,0,0,8/20/2024,1.06722,0.01089,0.01012,-0.01495,0.00076,0.00005
Historical Options,success,ET240830P00024500,ET,8/30/2024,24.5,put,0,8.45,8.4,20,8.5,21,0,0,8/20/2024,1.3262,-0.96466,0.02209,-0.03735,0.00207,-0.00656
Historical Options,success,ET240830C00025000,ET,8/30/2024,25,call,0,0.01,0,0,0.5,505,0,0,8/20/2024,1.11066,0.01052,0.00943,-0.01509,0.00074,0.00004
Historical Options,success,ET240830P00025000,ET,8/30/2024,25,put,0,9.45,7.9,40,11,10,0,0,8/20/2024,2.42648,-0.81525,0.04135,-0.30194,0.00709,-0.00618
Historical Options,success,ET240830C00025500,ET,8/30/2024,25.5,call,0,0.01,0,0,0.53,180,0,0,8/20/2024,1.15304,0.01018,0.00884,-0.01523,0.00072,0.00004
Historical Options,success,ET240830P00025500,ET,8/30/2024,25.5,put,0,9.93,8.35,30,11.5,23,0,0,8/20/2024,2.46596,-0.82254,0.03967,-0.29879,0.00691,-0.00634
Historical Options,success,ET240830C00026000,ET,8/30/2024,26,call,0,0.01,0,0,0.53,179,0,0,8/20/2024,1.19435,0.00988,0.00831,-0.01536,0.0007,0.00004
Historical Options,success,ET240830P00026000,ET,8/30/2024,26,put,0,10.1,8.85,2,11.35,2,0,0,8/20/2024,1.95302,-0.90727,0.03198,-0.14415,0.00441,-0.00676
Historical Options,success,ET240830C00026500,ET,8/30/2024,26.5,call,0,0.01,0,0,0.53,237,0,0,8/20/2024,1.23459,0.0096,0.00784,-0.01549,0.00068,0.00004
Historical Options,success,ET240830P00026500,ET,8/30/2024,26.5,put,0,10.32,10.15,25,10.5,9,0,0,8/20/2024,0.9485,-1,0,0.0141,0,-0.00725
Historical Options,success,ET240830C00027000,ET,8/30/2024,27,call,0,0.01,0,0,0.53,224,0,0,8/20/2024,1.27392,0.00935,0.00742,-0.01561,0.00067,0.00004
